"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station"
"55618",,"930 Washington St opp Walnut Ave",,"42.184628","-71.203201",,,,
"5562",,"Broadway @ Cushman Ave",,"42.414742","-71.009407",,,,
"5563",,"Santilli Circle",,"42.402718","-71.067528",,,,
"55631",,"Gateway Center opp. Texas Roadhouse",,"42.40062","-71.071434",,,,
"55632",,"Gateway Center @ Target",,"42.398972","-71.073425",,,,
"55633",,"Gateway Center on Exit Road",,"42.401577","-71.070328",,,,
"5565",,"Broadway @ Gladstone St",,"42.403877","-71.05838",,,,
"5566",,"Ferry St @ Union St",,"42.406044","-71.047211",,,,
"5567",,"Ferry St @ Nichols St",,"42.408306","-71.046165",,,,
"5568",,"Ferry St @ Cherry St",,"42.409828","-71.045647",,,,
"5569",,"Ferry St @ Clarence St",,"42.411743","-71.045586",,,,
"557",,"452 Geneva Ave opp Bloomfield St",,"42.299889","-71.065376",,,,
"5570",,"Elm St @ Glendale Pk",,"42.412552","-71.04528",,,,
"5571",,"Elm St @ Woodlawn St",,"42.413311","-71.042412",,,,
"5572",,"Elm St @ Jefferson Ave",,"42.413441","-71.039856",,,,
"5574",,"Elm St @ Englewood Ave",,"42.414028","-71.036736",,,,
"5575",,"Elm St @ Duncan Rd",,"42.414757","-71.035591",,,,
"5576",,"289 Elm St",,"42.415138","-71.034798",,,,
"5577",,"Elm St @ Haskell Ave",,"42.415592","-71.033051",,,,
"5578",,"682 Park Ave opp McCleavey St",,"42.414925","-71.030579",,,,
"5579",,"618 Park Ave",,"42.414375","-71.028618",,,,
"558",,"Geneva Ave @ Westville St",,"42.300938","-71.067154",,,,
"5580",,"Park Ave @ Dale St",,"42.413525","-71.025513",,,,
"5581",,"Park Ave @ S Irving St",,"42.41301","-71.023643",,,,
"5582",,"290 Park Ave opp Essex St",,"42.412128","-71.020424",,,,
"5583",,"Park Ave @ S Cambridge St",,"42.411655","-71.018715",,,,
"5585",,"40 Park Ave",,"42.410252","-71.013618",,,,
"5586",,"Broadway @ Park Ave",,"42.410069","-71.012268",,,,
"55867",,"Border St opp Liberty Plaza Shopping Center",,"42.375217","-71.03968",,,,
"5587",,"60 Woodlawn Ave",,"42.413235","-71.033035",,,,
"5588",,"Woodlawn Ave @ Washington Ave",,"42.412342","-71.031502",,,,
"5589",,"Washington Ave @ Prospect Ave",,"42.412193","-71.031441",,,,
"559",,"Geneva Ave @ Topliff St",,"42.301197","-71.067596",,,,
"5590",,"Washington Ave @ Annese Rd",,"42.409729","-71.030197",,,,
"5591",,"Garfield Ave @ Exeter St",,"42.407383","-71.029541",,,,
"5592",,"78 Garfield Ave opp Clyde St",,"42.406273","-71.029564",,,,
"5593",,"Sagamore Ave @ Jones Ave",,"42.405323","-71.030579",,,,
"5594",,"Sagamore Ave @ Murray St",,"42.405029","-71.033089",,,,
"5595",,"Sagamore Ave @ Washington Ave",,"42.404739","-71.035561",,,,
"5596",,"Washington Ave @ Revere Beach Pkwy",,"42.403969","-71.035995",,,,
"5597",,"Washington Ave @ Reynolds Ave",,"42.403069","-71.036278",,,,
"5598",,"296 Washington Ave opp Jefferson Ave",,"42.402134","-71.035484",,,,
"5599",,"Washington Ave @ Carmel St",,"42.400417","-71.03347",,,,
"56",,"Southhampton St @ Atkinson St",,"42.331982","-71.069267",,,,
"560",,"Geneva Ave @ Holiday St",,"42.302261","-71.069382",,,,
"5600",,"Washington Ave @ Spruce St",,"42.399437","-71.032318",,,,
"5601",,"Washington Ave @ Cary Ave",,"42.398048","-71.030983",,,,
"5602",,"Washington Ave @ Bloomingdale St",,"42.397415","-71.031349",,,,
"5603",,"Washington Ave @ Heard St",,"42.395592","-71.032913",,,,
"5604",,"Sixth St @ Washington Ave",,"42.394447","-71.033615",,,,
"5605",,"Washington Ave @ Broadway",,"42.392834","-71.034187",,,,
"5606",,"Broadway @ Fourth St",,"42.391811","-71.035912",,,,
"5607",,"Third St @ Chestnut St",,"42.391476","-71.038208",,,,
"5608",,"Everett  Ave @ Chestnut St",,"42.392216","-71.038643",,,,
"5609",,"Washington Ave @ Chestnut St",,"42.394295","-71.033615",,,,
"561",,"Geneva Ave @ Levant St",,"42.303047","-71.070724",,,,
"5611",,"Beacon St @ Broadway",,"42.388493","-71.042023",,,,
"5612",,"Park St @ Williams St",,"42.389008","-71.040642",,,,
"5613",,"Park St @ Cross St",,"42.389729","-71.037643",,,,
"5614",,"Park St @ Hawthorne St",,"42.390301","-71.035477",,,,
"5615",,"Hawthorne St @ Broadway",,"42.392532","-71.034126",,,,
"5617",,"Broadway @ Shurtleff St",,"42.393459","-71.032784",,,,
"56170",,"City Hall @ Broadway",,"42.393993","-71.032829",,,,
"5618",,"Washington Ave @ Crescent Ave",,"42.395798","-71.032639",,,,
"5619",,"125 Washington Ave opp Orange St",,"42.39682","-71.0317",,,,
"562",,"Geneva Ave @ Bowdoin St",,"42.303547","-71.071541",,,,
"5620",,"Washington Ave @ Cary Ave",,"42.398067","-71.030838",,,,
"5621",,"Washington Ave @ Spruce St",,"42.399361","-71.032059",,,,
"5623",,"Washington Ave opp Carmel St",,"42.400703","-71.033638",,,,
"5624",,"Washington Ave @ Jefferson Ave",,"42.402081","-71.035225",,,,
"5625",,"325 Washington Ave",,"42.403114","-71.03614",,,,
"5626",,"Sagamore Ave @ Washington Ave",,"42.404655","-71.035461",,,,
"5627",,"Sagamore Ave @ Murray St",,"42.404945","-71.03299",,,,
"5628",,"Sagamore Ave @ Garfield Ave",,"42.4053","-71.029991",,,,
"5629",,"Garfield Ave @ Clyde St",,"42.4063","-71.029419",,,,
"563",,"Geneva Ave @ Olney St",,"42.30489","-71.073845",,,,
"5630",,"137 Garfield Ave opp Bell St",,"42.408005","-71.02951",,,,
"5631",,"Garfield Ave @ Fenno St",,"42.409336","-71.029915",,,,
"5632",,"Washington Ave @ Columbus St",,"42.411255","-71.031281",,,,
"5633",,"Washington Ave @ Prospect Ave",,"42.412247","-71.031311",,,,
"5634",,"Washington Ave @ Arnold St",,"42.414398","-71.031868",,,,
"5635",,"Meridian St @ Condor St",,"42.382519","-71.039246",,,,
"5636",,"Washington Ave @ Park Ave",,"42.415447","-71.03244",,,,
"5637",,"Chelsea St @ Victoria St",,"42.406414","-71.054382",,,,
"5638",,"Chelsea St @ Spring St",,"42.405182","-71.051941",,,,
"5639",,"137 Chelsea St opp Mead St",,"42.404469","-71.049896",,,,
"564",,"198 Geneva Ave",,"42.305206","-71.076645",,,,
"5640",,"Chelsea St @ S Ferry St",,"42.404079","-71.04834",,,,
"5642",,"221 Chelsea St",,"42.403103","-71.046631",,,,
"5643",,"271 Chelsea St opp Luke Rd",,"42.402813","-71.044174",,,,
"56434",,"Cummins Hwy @ Rugby Rd",,"42.270916","-71.10318",,,,
"5644",,"Chelsea St opp Frances St",,"42.402786","-71.043327",,,,
"56459",,"Cummins Hwy @ Alabama St",,"42.271774","-71.106422",,,,
"5646",,"Everett Ave @ Carter St",,"42.39912","-71.040764",,,,
"5647",,"Everett Ave @ Vale St",,"42.397301","-71.040222",,,,
"56479",,"Hyde Park Ave @ Eldridge Rd",,"42.292358","-71.117615",,,,
"5648",,"Everett Ave @ Spruce St - Mystic Mall Entrance",,"42.395336","-71.039627",,,,
"56495",,"Hyde Park Ave opp Mt Hope St",,"42.285042","-71.119003",,,,
"565",,"Geneva Ave @ Columbia Rd",,"42.306015","-71.078117",,,,
"5650",,"Arlington St @ Fifth St",,"42.39473","-71.036278",,,,
"56500",,"650 American Legion Hwy",,"42.284767","-71.111328",,,,
"5651",,"Sixth St @ Walnut St",,"42.395027","-71.034248",,,,
"5653",,"Broadway opp Cross St",,"42.390289","-71.0382",,,,
"5654",,"Central Ave @ Shawmut St",,"42.38987","-71.033676",,,,
"5656",,"89 Central Ave",,"42.389446","-71.032104",,,,
"56567",,"1532 Hyde Park Ave opp Reservation Rd",,"42.246109","-71.128868",,,,
"5657",,"Central Ave @ Highland Ave",,"42.388947","-71.030243",,,,
"5658",,"Central Ave @ Willow St",,"42.388279","-71.02681",,,,
"5659",,"245 Central Ave",,"42.387699","-71.023773",,,,
"566",,"Geneva Ave @ Columbia Rd",,"42.30629","-71.078506",,,,
"56618",,"Washington St @ East Hoyle St",,"42.187595","-71.202797",,,,
"5664",,"Bennington St @ Bremen St",,"42.379658","-71.026192",,,,
"56641",,"E Eagle St @ Chelsea St",,"42.380329","-71.026726",,,,
"5665",,"Bennington St @ Neptune Rd",,"42.379959","-71.025246",,,,
"5666",,"Wood Island Station @ Blue Line",,"42.3796403","-71.02286539",,,,"place-wimnl"
"5669",,"Lexington St @ Shelby St",,"42.381203","-71.028343",,,,
"567",,"Geneva Ave @ Jeremiah Burke High School",,"42.307236","-71.079803",,,,
"5670",,"Chelsea St opp Curtis St",,"42.38401","-71.022682",,,,
"5673",,"Central Ave @ Chelsea Garage",,"42.387802","-71.023819",,,,
"56734",,"O'Callaghan Way opp Osborne St",,"42.469841","-70.986786",,,,
"5674",,"Central Ave @ Willow St",,"42.388382","-71.026855",,,,
"5675",,"Central Ave @ Highland St",,"42.389046","-71.030251",,,,
"5676",,"Central Ave @ Lynn St",,"42.389553","-71.032135",,,,
"5678",,"Central Ave @ Shawmut St",,"42.390255","-71.034676",,,,
"5679",,"Chelsea St @ Eagle Sq",,"42.381416","-71.025505",,,,
"568",,"Geneva Ave @ Blue Hill Ave",,"42.308708","-71.082802",,,,
"5682",,"Everett Ave @ Arlington St",,"42.393425","-71.038994",,,,
"5683",,"Everett Ave @ Fourth St",,"42.394836","-71.039368",,,,
"5684",,"Everett Ave @ Maple St",,"42.39727","-71.040077",,,,
"5685",,"Everett Ave @ Carter St",,"42.398964","-71.040588",,,,
"5687",,"Chelsea St @ Malden St",,"42.402893","-71.042679",,,,
"5688",,"Chelsea St @ Luke Rd",,"42.402889","-71.043922",,,,
"5689",,"Chelsea St @ Irving St",,"42.403168","-71.046371",,,,
"569",,"Dorchester Ave @ Valley Rd",,"42.278107","-71.066505",,,,
"5691",,"Chelsea St @ Mead St",,"42.404579","-71.049927",,,,
"5692",,"Chelsea St @ Edmester Ct",,"42.405293","-71.051941",,,,
"5693",,"Chelsea St @ Plumer St",,"42.406025","-71.05349",,,,
"5695",,"Broadway @ Everett Sq",,"42.406807","-71.055702",,,,
"5696",,"Ocean Ave @ Chester Ave",,"42.412964","-70.990433",,,,
"5697",,"Ocean Ave @ State Police Barracks",,"42.41497","-70.989655",,,,
"5698",,"Ocean Ave @ Revere St",,"42.418678","-70.987892",,,,
"5699",,"Revere St @ N Shore Rd",,"42.418739","-70.990898",,,,
"57",,"Massachusetts Ave @ Albany St",,"42.333885","-71.073639",,,,
"570",,"Dorchester Ave @ St Gregory St",,"42.275608","-71.06723",,,,
"5700",,"Revere St @ Bellevue Ave",,"42.418678","-70.992729",,,,
"5701",,"Revere St @ Bosson St",,"42.418587","-70.995972",,,,
"5702",,"Revere St @ Elmwood St",,"42.41853","-70.998001",,,,
"5703",,"Revere St @ Temple St",,"42.418472","-70.999596",,,,
"5704",,"Revere St @ Breed St",,"42.417458","-71.00074",,,,
"5708",,"Revere St @ Oxford Pk",,"42.41671","-71.006134",,,,
"5709",,"Revere St @ Broadway",,"42.416782","-71.007782",,,,
"571",,"Dorchester Ave @ Washington St",,"42.272316","-71.068077",,,,
"5711",,"570 Broadway @ Elmwood Ave",,"42.413479","-71.010223",,,,
"5712",,"Broadway @ Mountain Ave",,"42.41188","-71.011238",,,,
"5713",,"Broadway opp Central Ave",,"42.4105","-71.012115",,,,
"5714",,"Broadway @ Yeamans St",,"42.408028","-71.013687",,,,
"5715",,"Broadway @ Prospect Ave",,"42.406902","-71.014351",,,,
"5716",,"Broadway @ Page St",,"42.405006","-71.016319",,,,
"5717",,"Broadway @ Revere Beach Pkwy",,"42.404137","-71.017326",,,,
"5718",,"Broadway @ Cabot St",,"42.402069","-71.019699",,,,
"5719",,"Broadway @ Stockton St",,"42.400909","-71.021034",,,,
"572",,"River St @ Washington St",,"42.272469","-71.069565",,,,
"5720",,"Broadway @ Webster Ave",,"42.399769","-71.022331",,,,
"5721",,"Broadway @ Green St",,"42.398838","-71.023514",,,,
"5722",,"Broadway @ Eleanor St",,"42.397842","-71.025253",,,,
"5723",,"Broadway @ Parker St",,"42.396946","-71.026855",,,,
"5724",,"Broadway @ Cary Ave",,"42.396038","-71.028435",,,,
"5725",,"Broadway @ Crescent Ave",,"42.39539","-71.029579",,,,
"5726",,"Broadway opp Gerrish Ave",,"42.394588","-71.030991",,,,
"5728",,"Pearl St opp Essex St",,"42.389416","-71.037796",,,,
"5729",,"Pearl St @ Williams St",,"42.387993","-71.038734",,,,
"573",,"River St @ Temple St",,"42.271908","-71.072014",,,,
"5730",,"Meridian St @ Condor St",,"42.382702","-71.039375",,,,
"5731",,"Meridian St @ W Eagle St",,"42.381439","-71.039345",,,,
"5732",,"Meridian St @ White St",,"42.380398","-71.039314",,,,
"5733",,"Meridian St @ Eutaw St",,"42.378731","-71.039284",,,,
"5734",,"Meridian St @ Lexington St",,"42.377201","-71.039238",,,,
"5735",,"Meridian St @ Saratoga St",,"42.37566","-71.039185",,,,
"5736",,"Meridian St @ London St",,"42.37339","-71.039124",,,,
"5737",,"Meridian St @ Havre St",,"42.372337","-71.039101",,,,
"5738",,"Meridian St @ Paris St",,"42.371269","-71.03907",,,,
"574",,"River St @ Cedar St",,"42.271412","-71.074867",,,,
"5740",,"Maverick Station",,"42.36911856","-71.03952958",,,,"place-mvbcl"
"57400",,"Maverick Station",,"42.36911856","-71.03952958",,,,"place-mvbcl"
"5741",,"Meridian St @ Paris St",,"42.371334","-71.03894",,,,
"5742",,"Meridian St @ Havre St",,"42.372158","-71.038971",,,,
"57421",,"Meridian St @ Liverpool St",,"42.373451","-71.039001",,,,
"5743",,"Meridian St @ Saratoga St",,"42.375725","-71.039063",,,,
"5744",,"Meridian St @ Lexington St",,"42.377262","-71.039108",,,,
"57441",,"Lexington St @ Meridian St",,"42.377136","-71.038956",,,,
"5745",,"Meridian St @ Eutaw St",,"42.378551","-71.039154",,,,
"5746",,"Meridian St @ White St",,"42.380459","-71.039185",,,,
"5747",,"Meridian St @ Falcon St",,"42.381882","-71.03923",,,,
"5748",,"Pearl St @ Marginal St",,"42.387787","-71.038719",,,,
"5749",,"Pearl St @ Essex St",,"42.389629","-71.037483",,,,
"575",,"River St @ Standard St",,"42.271755","-71.078384",,,,
"5750",,"Broadway @ Gerrish Ave",,"42.394405","-71.031105",,,,
"5751",,"Broadway @ Crescent Ave",,"42.39521","-71.029701",,,,
"5752",,"Broadway @ Parker St",,"42.396759","-71.026978",,,,
"5753",,"Broadway @ Eleanor St",,"42.397655","-71.025368",,,,
"5754",,"Broadway @ Green St",,"42.398655","-71.023636",,,,
"5755",,"Broadway @ Webster Ave",,"42.39957","-71.022392",,,,
"5756",,"Broadway @ Stockton St",,"42.400711","-71.021088",,,,
"5757",,"Broadway @ Cabot St",,"42.401871","-71.019775",,,,
"5758",,"Broadway @ Revere Beach Pkwy",,"42.404217","-71.017075",,,,
"5759",,"Broadway @ Taft St",,"42.404991","-71.016174",,,,
"576",,"River St opp Duxbury Rd",,"42.27142","-71.08078",,,,
"5760",,"Broadway @ Beach St",,"42.406391","-71.014572",,,,
"5761",,"Broadway @ Pleasant St",,"42.408455","-71.013283",,,,
"57618",,"Washington St @ Norwood Hospital",,"42.189529","-71.202576",,,,
"5763",,"Broadway opp Fernwood Ave",,"42.41106","-71.011627",,,,
"5764",,"Broadway @ Mountain Ave",,"42.411896","-71.011093",,,,
"5765",,"Broadway opp Elmwood Ave",,"42.413708","-71.009941",,,,
"5767",,"Revere St @ Broadway",,"42.416683","-71.007713",,,,
"5768",,"Revere St @ Lee St",,"42.416599","-71.005646",,,,
"5769",,"Revere St @ Pomona St",,"42.416534","-71.004196",,,,
"577",,"River St opp Leahaven Rd",,"42.271362","-71.082413",,,,
"5770",,"Revere St @ Stowers St",,"42.416466","-71.001755",,,,
"5771",,"235 Revere St opp Breed St",,"42.41748","-71.000587",,,,
"5772",,"Revere St @ Waite St",,"42.418388","-70.999496",,,,
"5773",,"Revere St @ Roosevelt St",,"42.418495","-70.996094",,,,
"5774",,"Revere St @ Sagamore St",,"42.418579","-70.993034",,,,
"5775",,"Revere St @ N Shore Rd",,"42.418636","-70.991272",,,,
"5776",,"Ocean Ave @ Revere St",,"42.41848","-70.988075",,,,
"5778",,"Wonderland Station @ Blue Line",,"42.41342","-70.991648",,,,"place-wondl"
"5779",,"376 Ocean Ave",,"42.409992","-70.991577",,,,
"578",,"River St @ Newcroft Circle",,"42.271164","-71.084457",,,,
"5780",,"Ocean Ave @ Beach St",,"42.408546","-70.991905",,,,
"5781",,"Beach St @ N Shore Rd",,"42.408619","-70.993408",,,,
"5783",,"Beach St @ Walnut Ave",,"42.409313","-70.99678",,,,
"5784",,"Beach St @ VFW Pkwy",,"42.410034","-70.998878",,,,
"5786",,"Beach St @ Harris St",,"42.4091","-71.003654",,,,
"5788",,"Beach St @ School St",,"42.40892","-71.008606",,,,
"5789",,"Central Ave @ Broadway",,"42.410393","-71.011971",,,,
"579",,"River St @ Gladeside Ave",,"42.270241","-71.08783",,,,
"5790",,"49 Central Ave",,"42.409618","-71.01046",,,,
"5791",,"Central Ave @ Beach St",,"42.408894","-71.008873",,,,
"5792",,"Beach St @ Eustis St",,"42.409245","-71.006775",,,,
"5793",,"341 Beach St opp Thurlow Ave",,"42.409214","-71.00489",,,,
"5794",,"Beach St @ Harris St - Bell Circle",,"42.409008","-71.003578",,,,
"5795",,"N Shore Rd @ Wonderland Station",,"42.41342","-70.991648",,,,"place-wondl"
"5796",,"Beach St @ Thornton St",,"42.409546","-70.997711",,,,
"5797",,"Beach St @ Walnut Ave",,"42.409203","-70.996758",,,,
"57971",,"Beach St @ Nahant Ave",,"42.408813","-70.995705",,,,
"5798",,"Beach St @ N Shore Rd",,"42.408504","-70.99308",,,,
"5799",,"Ocean Ave @ Beach St",,"42.408783","-70.99173",,,,
"58",,"Masachusettss Ave @ Harrison Ave",,"42.334961","-71.074928",,,,
"580",,"River St @ Fremont St",,"42.270042","-71.090004",,,,
"5800",,"Opp 376 Ocean Ave",,"42.41003","-70.991432",,,,
"5801",,"Beach St @ Broadway",,"42.406387","-71.014374",,,,
"5802",,"Beach St @ Mill St",,"42.406139","-71.011536",,,,
"5803",,"Winthrop Ave @ Beach St",,"42.407108","-71.010254",,,,
"5804",,"Winthrop Ave @ Victoria St",,"42.406055","-71.00766",,,,
"5805",,"Winthrop Ave @ Revere Beach Parkway",,"42.405254","-71.005493",,,,
"5806",,"Revere Beach Pkwy @ Green St",,"42.403885","-71.002151",,,,
"5807",,"Revere Beach Pkwy @ Pratt St",,"42.403542","-71.001625",,,,
"5808",,"Revere Beach Pkwy opp N Shore Rd",,"42.400936","-70.99765",,,,
"5809",,"560 Winthrop Ave",,"42.40033","-70.996689",,,,
"5810",,"Winthrop Ave @ Beachmont Station",,"42.39754234","-70.99231944",,,,"place-bmmnl"
"5811",,"Crescent Ave @ Winthrop Ave",,"42.395809","-70.989197",,,,
"5812",,"Crescent Ave @ Webster St",,"42.394081","-70.986687",,,,
"5813",,"Crescent Ave @ Summer St",,"42.393559","-70.984985",,,,
"5814",,"Crescent Ave @ Winthrop Pkwy",,"42.393364","-70.982155",,,,
"5815",,"Endicott Ave opp Bradstreet Ave",,"42.394638","-70.98243",,,,
"5816",,"200 Endicott Ave",,"42.395977","-70.983429",,,,
"5817",,"Endicott Ave @ Leverett Ave",,"42.398388","-70.987816",,,,
"5818",,"Endicott Ave @ Atlantic Ave",,"42.399036","-70.990623",,,,
"5819",,"Winthrop Ave @ Beachmont Station",,"42.39754234","-70.99231944",,,,"place-bmmnl"
"5820",,"209 Revere Beach Pkwy",,"42.400566","-70.996529",,,,
"5821",,"Revere Beach Pkwy @ Campbell Ave",,"42.401661","-70.998558",,,,
"5822",,"Revere Beach Pkwy @ Wood Ave",,"42.402679","-70.999977",,,,
"5823",,"Revere Beach Pkwy @ Hillside Ave",,"42.404198","-71.002136",,,,
"5824",,"Winthrop Ave @ Revere Beach Pkwy",,"42.405434","-71.005432",,,,
"5825",,"Winthrop Ave @ Elm St",,"42.406139","-71.007607",,,,
"5826",,"Winthrop Ave @ Beach St",,"42.407215","-71.010246",,,,
"5827",,"Winthrop Ave @ Broadway",,"42.409435","-71.012573",,,,
"5828",,"Proctor Ave @ B St",,"42.413677","-71.014771",,,,
"5829",,"Proctor Ave @ Cooledge Ave",,"42.414032","-71.01609",,,,
"583",,"River St opp Gladeside Ave",,"42.270264","-71.08741",,,,
"5830",,"Adams St @ Constitution Ave",,"42.415779","-71.017159",,,,
"5831",,"Cooledge St @ Adams St",,"42.416527","-71.016701",,,,
"5832",,"Cooledge St @ Adams St",,"42.416683","-71.016945",,,,
"5833",,"Constitution Ave @ Cooledge St",,"42.416416","-71.019127",,,,
"5835",,"Constitution Ave @ Adams St",,"42.415794","-71.016991",,,,
"5836",,"Cooledge St @ Broadway",,"42.41394","-71.01001",,,,
"5837",,"Proctor Ave @ Broadway",,"42.412605","-71.010941",,,,
"5838",,"Bennington St @ Saratoga St",,"42.386585","-71.007317",,,,
"5839",,"Bennington St @ Trident St",,"42.385571","-71.0103",,,,
"584",,"308 River St opp Newcroft Circle",,"42.271187","-71.083862",,,,
"5841",,"Bennington St @ Westbrook St",,"42.384853","-71.012535",,,,
"5842",,"Bennington St @ Byron St",,"42.383549","-71.016205",,,,
"5843",,"Bennington St @ Moore St",,"42.382744","-71.018364",,,,
"5844",,"Bennington St @ Curtis St",,"42.381996","-71.020363",,,,
"5845",,"Bennington St @ Swift St",,"42.381214","-71.02256",,,,
"5846",,"467 Chelsea St - Eagle Square",,"42.380276","-71.026421",,,,
"5847",,"Bennington St opp Wood Island Station",,"42.380817","-71.023567",,,,
"5848",,"Bennington St @ Neptune Rd",,"42.380085","-71.025452",,,,
"5849",,"Bennington St @ Chelsea St",,"42.379169","-71.027672",,,,
"585",,"River St @ Leahaven Rd",,"42.271275","-71.082329",,,,
"5850",,"Bennington St @ Prescott St",,"42.378181","-71.030197",,,,
"5851",,"Bennington St @ Putnam St",,"42.377579","-71.031807",,,,
"5852",,"Bennington St @ Brooks St",,"42.376911","-71.0336",,,,
"5853",,"Bennington St @ Marion St",,"42.376022","-71.03598",,,,
"5854",,"Bennington St @ Porter St",,"42.375027","-71.038757",,,,
"5857",,"Sumner St @ Cottage St",,"42.367138","-71.035866",,,,
"5858",,"Sumner St @ Lamson St",,"42.365925","-71.033119",,,,
"5859",,"Sumner St @ Webster St",,"42.364677","-71.030212",,,,
"586",,"River St @ Meadowbank Ave",,"42.271282","-71.081543",,,,
"5860",,"Jeffries St @ Webster St",,"42.364662","-71.029663",,,,
"5861",,"Jeffries St @ Maverick St",,"42.365646","-71.02887",,,,
"58618",,"Washington St @ Day St",,"42.192509","-71.201767",,,,
"5862",,"Opp 345 Maverick St",,"42.366539","-71.030533",,,,
"5863",,"Maverick St @ Lawson St",,"42.367241","-71.032181",,,,
"5864",,"Maverick St @ Cottage St",,"42.368305","-71.034615",,,,
"5865",,"Maverick St @ Frankfort St",,"42.368935","-71.036057",,,,
"5867",,"Bennington St @ Porter St",,"42.374969","-71.038635",,,,
"5868",,"Bennington St @ Marion St",,"42.376041","-71.035675",,,,
"5869",,"Bennington St @ Brooks St",,"42.376858","-71.03347",,,,
"587",,"168 River St opp Standard St",,"42.27166","-71.078308",,,,
"5870",,"Bennington St @ Putnam St",,"42.377659","-71.031326",,,,
"5871",,"Bennington St @ Prescott St",,"42.378315","-71.029572",,,,
"5872",,"Bennington St @ Swift St",,"42.381199","-71.021942",,,,
"5873",,"Bennington St @ Harmony St",,"42.381691","-71.020592",,,,
"5874",,"Bennington St @ Moore St",,"42.3825","-71.018463",,,,
"5875",,"Bennington St @ Byron St",,"42.383301","-71.016312",,,,
"5877",,"Bennington St @ Westbrook St",,"42.384621","-71.012657",,,,
"5878",,"Bennington St @ Trident St",,"42.385342","-71.010422",,,,
"5879",,"Orient Heights Station @ Blue Line",,"42.386867","-71.004736",,,,"place-orhte"
"588",,"River St opp Cedar St",,"42.271309","-71.074806",,,,
"5880",,"Orient Hts Station @ Blue Line",,"42.386867","-71.004736",,,,"place-orhte"
"5881",,"Bennington St @ Antrim St",,"42.387142","-71.005692",,,,
"5882",,"Boardman St @ Saratoga St",,"42.387337","-71.008255",,,,
"5883",,"Boardman St @ Ashley St",,"42.389172","-71.010559",,,,
"5884",,"Boardman St @ Leyden St",,"42.390923","-71.012543",,,,
"5886",,"Waldemar Ave @ McClellan Hwy",,"42.393425","-71.011238",,,,
"5887",,"Waldemar Ave @ Housing Project",,"42.393265","-71.008141",,,,
"5888",,"160 Waldemar Ave",,"42.393024","-71.00708",,,,
"5889",,"Crestway Rd @ Faywood Ave",,"42.392071","-71.004814",,,,
"589",,"River St opp Temple St",,"42.271824","-71.071922",,,,
"5890",,"171 Faywood Ave",,"42.392189","-71.005852",,,,
"5891",,"219 Faywood Ave",,"42.392197","-71.007683",,,,
"5892",,"202 Orient Ave",,"42.390869","-71.00824",,,,
"5893",,"Orient Ave @ Drumlin Rd",,"42.390541","-71.006554",,,,
"5894",,"Orient Ave opp Beachview Rd",,"42.390045","-71.001961",,,,
"5895",,"Orient Ave @ Faywood Ave",,"42.389969","-71.000092",,,,
"5896",,"Walley St @ Gladstone St",,"42.389149","-70.99939",,,,
"5897",,"Chelsea St @ Curtis St",,"42.384029","-71.02253",,,,
"5898",,"Lexington St @ Prescott St",,"42.380363","-71.030571",,,,
"5899",,"Lexington St @ Putnam St",,"42.379574","-71.0327",,,,
"59",,"Massachusetts Ave @ Washington St",,"42.336308","-71.076942",,,,
"590",,"River St @ Washington St",,"42.272415","-71.069435",,,,
"5900",,"Lexington St @ Brooks St",,"42.378761","-71.034851",,,,
"5901",,"Lexington St @ Marion St",,"42.37796","-71.03701",,,,
"5902",,"Lexington St @ Meridian St",,"42.377193","-71.039093",,,,
"5903",,"Lexington St @ Marion St",,"42.377796","-71.037178",,,,
"5904",,"Lexington St @ Brooks St",,"42.378597","-71.035011",,,,
"5905",,"Lexington St @ Putnam St",,"42.37941","-71.03286",,,,
"5906",,"Lexington St @ Prescott St",,"42.380199","-71.030731",,,,
"5907",,"Lexington St @ Shelby St",,"42.381145","-71.028214",,,,
"591",,"Dorchester Ave opp Adirondack Pl",,"42.273281","-71.067719",,,,
"5910",,"Grove St @ Linwood Ave",,"42.453274","-71.063087",,,,
"5911",,"Grove St @ Lebanon St",,"42.453522","-71.059471",,,,
"5912",,"Grove St @ Faxon St",,"42.453827","-71.056763",,,,
"5913",,"Grove St @ Argyle St",,"42.454098","-71.054947",,,,
"5914",,"Grove St @ Florence Ave",,"42.454369","-71.053185",,,,
"5915",,"Grove St @ Swains Pond Ave",,"42.45454","-71.052017",,,,
"5916",,"Laurel St @ Sixth Ave",,"42.455475","-71.051819",,,,
"5917",,"167 Laurel St",,"42.455734","-71.050117",,,,
"5918",,"183 Laurel St",,"42.455959","-71.048668",,,,
"5919",,"229 Laurel St",,"42.45615","-71.047432",,,,
"5920",,"Laurel St @ Sycamore Rd",,"42.456314","-71.046356",,,,
"5921",,"Waverly Ave @ Simonds Rd",,"42.457947","-71.046638",,,,
"5923",,"Upham St @ East St",,"42.458992","-71.048851",,,,
"5924",,"Upham St @ Hillcrest Ave",,"42.458744","-71.050514",,,,
"5925",,"Upham St @ Lincoln St",,"42.458378","-71.052887",,,,
"5926",,"Upham St @ Stratford Rd",,"42.457996","-71.055138",,,,
"5927",,"Upham St @ Bellevue Ave",,"42.457432","-71.058586",,,,
"5929",,"Upham St @ Main St",,"42.456264","-71.064476",,,,
